fullName,organizations,location,status,typeOfDeath,startDisplay,mtpage,type,motiveConfirmed,charges
Christopher Iban Lozada,DBXF Prime Broadcasting Network,Philippines,Killed,Murder,"October 24, 2017",https://cpj.org/data/people/christopher-iban-lozada/,Journalist,Confirmed,
Cihan Hayırsevener,Güney Marmara’da Yaşam,Turkey,Killed,Murder,"December 19, 2009",https://cpj.org/data/people/cihan-hayirsevener/,Journalist,Confirmed,
Claude Verlon,Radio France Internationale,Mali,Killed,Murder,"November 2, 2013",https://cpj.org/data/people/claude-verlon/,Journalist,Confirmed,
Clodomiro Castilla Ospino,El Pulso del Tiempo,Colombia,Killed,Murder,"March 19, 2010",https://cpj.org/data/people/clodomiro-castilla-ospino/,Journalist,Confirmed,
Conrad Roy,Expo Times,Sierra Leone,Killed,Dangerous Assignment,"April 30, 1999",https://cpj.org/data/people/conrad-roy/,Journalist,Confirmed,
Cris Bundoquin,DWXR 101.7 Kalahi FM; MUX Online Radio,Philippines,Killed,Murder,"May 31, 2023",https://cpj.org/data/people/cris-bundoquin/,Journalist,Confirmed,
Crispin Perez,DWDO Radio,Philippines,Killed,Murder,"June 9, 2009",https://cpj.org/data/people/crispin-perez/,Journalist,Confirmed,
Cynthia Elbaum,Freelancer,Russia,Killed,Crossfire,"December 22, 1994",https://cpj.org/data/people/cynthia-elbaum/,Journalist,Confirmed,
Daif al-Gahzal al-Shuhaibi,Freelance,Libya,Killed,Murder,"June 2, 2005",https://cpj.org/data/people/daif-al-gahzal-al-shuhaibi/,Journalist,Confirmed,
Dalia Marko,Raja FM,South Sudan,Killed,Murder,"January 25, 2015",https://cpj.org/data/people/dalia-marko/,Journalist,Confirmed,
Dan Eldon,Reuters,Somalia,Killed,Murder,"July 12, 1993",https://cpj.org/data/people/dan-eldon/,Journalist,Confirmed,
Daniel Pearl,The Wall Street Journal,Pakistan,Killed,Murder,"January 1, 2002",https://cpj.org/data/people/daniel-pearl/,Journalist,Confirmed,
Danilo López,Prensa Libre,Guatemala,Killed,Murder,"March 10, 2015",https://cpj.org/data/people/danilo-lopez/,Journalist,Confirmed,
Danilo Vergara,Philippine Post,Philippines,Killed,Murder,"July 1, 1992",https://cpj.org/data/people/danilo-vergara/,Journalist,Confirmed,
Danish Siddiqui,Reuters,Afghanistan,Killed,Crossfire,"July 16, 2021",https://cpj.org/data/people/danish-siddiqui/,Journalist,Confirmed,
Danny Hernandez,People's Journal Tonight,Philippines,Killed,Murder,"June 3, 1997",https://cpj.org/data/people/danny-hernandez/,Journalist,Confirmed,
Daphne Caruana Galizia,Running Commentary,Malta,Killed,Murder,"October 16, 2017",https://cpj.org/data/people/daphne-caruana-galizia/,Journalist,Confirmed,
Dario D'Angelo,RAI-TV,Bosnia,Killed,Crossfire,"January 28, 1994",https://cpj.org/data/people/dario-dangelo/,Journalist,Confirmed,
Darío Fernández Jaén,Radio Mi Favorita,Panama,Killed,Murder,"November 6, 2011",https://cpj.org/data/people/dario-fernandez-jaen/,Journalist,Confirmed,
Daud Ali Omar,Radio Baidoa,Somalia,Killed,Murder,"April 29, 2015",https://cpj.org/data/people/daud-ali-omar/,Journalist,Confirmed,
Daudi Mwangosi,Channel Ten,Tanzania,Killed,Dangerous Assignment,"September 2, 2012",https://cpj.org/data/people/daudi-mwangosi/,Journalist,Confirmed,
David Beriain,93 Metros,Burkina Faso,Killed,Murder,"April 26, 2021",https://cpj.org/data/people/david-beriain/,Journalist,Confirmed,
David Bolkvadze,Worldwide Television News,Georgia,Killed,Crossfire,"October 28, 1993",https://cpj.org/data/people/david-bolkvadze/,Journalist,Confirmed,
David Gilkey,National Public Radio,Afghanistan,Killed,Crossfire,"June 5, 2016",https://cpj.org/data/people/david-gilkey/,Journalist,Confirmed,
David Kaplan,ABC News,Bosnia,Killed,Crossfire,"August 13, 1992",https://cpj.org/data/people/david-kaplan/,Journalist,Confirmed,
David Meza Montesinos,"Radio El Patio, Radio America, Channel 45",Honduras,Killed,Murder,"March 11, 2010",https://cpj.org/data/people/david-meza-montesinos/,Journalist,Confirmed,
Décio Sá,O Estado do Maranhão and Blog do Décio,Brazil,Killed,Murder,"April 23, 2012",https://cpj.org/data/people/decio-sa/,Journalist,Confirmed,
Dekendra Raj Thapa,Radio Nepal,Nepal,Killed,Murder,"August 11, 2004",https://cpj.org/data/people/dekendra-raj-thapa/,Journalist,Confirmed,
Dennis Cuesta,DXMD,Philippines,Killed,Murder,"August 9, 2008",https://cpj.org/data/people/dennis-cuesta/,Journalist,Confirmed,
Dennis Denora,Trends and Times,Philippines,Killed,Murder,"June 7, 2018",https://cpj.org/data/people/dennis-denora/,Journalist,Confirmed,
Desidario Camangyan,Sunrise FM,Philippines,Killed,Murder,"June 14, 2010",https://cpj.org/data/people/desidario-camangyan/,Journalist,Confirmed,
Deyda Hydara,The Point,Gambia,Killed,Murder,"December 16, 2004",https://cpj.org/data/people/deyda-hydara/,Journalist,Confirmed,
Dhan Bahadur Rokka Magar,Radio Nepal,Nepal,Killed,Murder,"January 30, 2003",https://cpj.org/data/people/dhan-bahadur-rokka-magar/,Journalist,Confirmed,
Dharmeratnam Sivaram,TamilNet and Daily Mirror,Sri Lanka,Killed,Murder,"April 29, 2005",https://cpj.org/data/people/dharmeratnam-sivaram/,Journalist,Confirmed,
Dhia Najim,Freelance,Iraq,Killed,Crossfire,"November 1, 2004",https://cpj.org/data/people/dhia-najim/,Journalist,Confirmed,
Dilshan Ibash,Hawar News Agency (ANHA),Syria,Killed,Crossfire,"October 12, 2017",https://cpj.org/data/people/dilshan-ibash/,Journalist,Confirmed,
Dina Mohammed Hassan,Al-Hurriya,Iraq,Killed,Murder,"October 14, 2004",https://cpj.org/data/people/dina-mohammed-hassan/,Journalist,Confirmed,
Dindo Generoso,DyEM 96.7 FM Bai Radio,Philippines,Killed,Murder,"November 7, 2019",https://cpj.org/data/people/dindo-generoso/,Journalist,Confirmed,
Dinesh Pathak,Sandesh,India,Killed,Murder,"May 22, 1993",https://cpj.org/data/people/dinesh-pathak/,Journalist,Confirmed,
Djalma Santos da Conceição,RCA FM,Brazil,Killed,Murder,"May 22, 2015",https://cpj.org/data/people/djalma-santos-da-conceicao/,Journalist,Confirmed,
Djamel Bouhidel,Nouveau Tell,Algeria,Killed,Murder,"October 5, 1993",https://cpj.org/data/people/djamel-bouhidel/,Journalist,Confirmed,
Djamel Derraz,Le Soir d'Algérie,Algeria,Killed,Murder,"February 11, 1996",https://cpj.org/data/people/djamel-derraz/,Journalist,Confirmed,
Djamel Ziater,El-Djoumhouria,Algeria,Killed,Murder,"February 17, 1995",https://cpj.org/data/people/djamel-ziater/,Journalist,Confirmed,
Djilali Arabidou,Algérie-Actualité,Algeria,Killed,Murder,"March 12, 1996",https://cpj.org/data/people/djilali-arabidou/,Journalist,Confirmed,
Dmitry Chebotayev,Freelance,Iraq,Killed,Crossfire,"May 6, 2007",https://cpj.org/data/people/dmitry-chebotayev/,Journalist,Confirmed,
Dmitry Kholodov,Moskovsky Komsomolets,Russia,Killed,Murder,"October 17, 1994",https://cpj.org/data/people/dmitry-kholodov/,Journalist,Confirmed,
Dmitry Krikoryants,Expresskhronika,Russia,Killed,Murder,"April 14, 1993",https://cpj.org/data/people/dmitry-krikoryants/,Journalist,Confirmed,
Dmitry Popkov,Ton-M,Russia,Killed,Murder,"May 24, 2017",https://cpj.org/data/people/dmitry-popkov/,Journalist,Confirmed,
Dmitry Zavadsky,ORT,Belarus,Killed,Murder,"November 28, 2003",https://cpj.org/data/people/dmitry-zavadsky/,Journalist,Confirmed,
Dolores Guadalupe García Escamilla,Stereo 91,Mexico,Killed,Murder,"April 16, 2005",https://cpj.org/data/people/dolores-guadalupe-garcia-escamilla/,Journalist,Confirmed,
Dom Phillips,Freelance,Brazil,Killed,Murder,"June 5, 2022",https://cpj.org/data/people/dom-phillips/,Journalist,Confirmed,
Domingos Sávio Brandão Lima Júnior,Folha do Estado,Brazil,Killed,Murder,"September 30, 2002",https://cpj.org/data/people/domingos-savio-brandao-lima-junior/,Journalist,Confirmed,
Dominique Lonneux,Freelance,Bosnia,Killed,Crossfire,"June 2, 1993",https://cpj.org/data/people/dominique-lonneux/,Journalist,Confirmed,
Dona St. Plite,"WKAT, Miami",USA,Killed,Murder,"October 24, 1993",https://cpj.org/data/people/dona-st-plite/,Journalist,Confirmed,
Duaa Jabbour,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"December 9, 2023",https://cpj.org/data/people/duaa-jabbour/,Journalist,Confirmed,
Duaa Sharaf,Radio Al-Aqsa,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 26, 2023",https://cpj.org/data/people/duaa-sharaf/,Journalist,Confirmed,
Dumesky Kersaint,Radio-Télé INUREP,Haiti,Killed,Murder,"April 16, 2023",https://cpj.org/data/people/dumesky-kersaint/,Journalist,Confirmed,
Duniya Muhyadin Nur,Capital Voice,Somalia,Killed,Dangerous Assignment,"June 5, 2005",https://cpj.org/data/people/duniya-muhyadin-nur/,Journalist,Confirmed,
Duraid Isa Mohammed,CNN,Iraq,Killed,Crossfire,"January 27, 2004",https://cpj.org/data/people/duraid-isa-mohammed/,Journalist,Confirmed,
Dusko Jovanovic,Dan,Montenegro,Killed,Murder,"May 28, 2004",https://cpj.org/data/people/dusko-jovanovic/,Journalist,Confirmed,
Dwijamani Singh,Prime News,India,Killed,Dangerous Assignment,"December 23, 2012",https://cpj.org/data/people/dwijamani-singh/,Journalist,Confirmed,
Dylan Lyons,Spectrum News 13,USA,Killed,Dangerous Assignment,"February 22, 2023",https://cpj.org/data/people/dylan-lyons/,Journalist,Confirmed,
Ebrahim Zalzadeh,Mayar,Iran,Killed,Murder,"February 22, 1997",https://cpj.org/data/people/ebrahim-zalzadeh/,Journalist,Confirmed,
Edgar Damalerio,Zamboanga Scribe and DXKP Radio,Philippines,Killed,Murder,"May 13, 2002",https://cpj.org/data/people/edgar-damalerio/,Journalist,Confirmed,
Edgar Daniel Esqueda Castro,Freelance,Mexico,Killed,Murder,"October 1, 2017",https://cpj.org/data/people/edgar-daniel-esqueda-castro/,Journalist,Confirmed,
Edgar Lopes de Faria,FM Capital,Brazil,Killed,Murder,"October 29, 1997",https://cpj.org/data/people/edgar-lopes-de-faria/,Journalist,Confirmed,
Edgar Pantaleón Fernández Fleitas,Belén Comunicaciones,Paraguay,Killed,Murder,"June 19, 2014",https://cpj.org/data/people/edgar-pantaleon-fernandez-fleitas/,Journalist,Confirmed,
Edinaldo Filgueira,Jornal o Serrano,Brazil,Killed,Murder,"June 15, 2011",https://cpj.org/data/people/edinaldo-filgueira/,Journalist,Confirmed,
Édison Alberto Molina,Puerto Berrío Stereo,Colombia,Killed,Murder,"September 11, 2013",https://cpj.org/data/people/edison-alberto-molina/,Journalist,Confirmed,
Eduard Markevich,Novy Reft,Russia,Killed,Murder,"September 18, 2001",https://cpj.org/data/people/eduard-markevich/,Journalist,Confirmed,
Eduardo Carvalho,Última Hora News,Brazil,Killed,Murder,"November 21, 2012",https://cpj.org/data/people/eduardo-carvalho/,Journalist,Confirmed,
Eduardo Dizon,Brigada News FM,Philippines,Killed,Murder,"July 10, 2019",https://cpj.org/data/people/eduardo-dizon/,Journalist,Confirmed,
Edward Chikomba,Zimbabwe Broadcasting Corporation (former),Zimbabwe,Killed,Murder,"March 31, 2007",https://cpj.org/data/people/edward-chikomba/,Journalist,Confirmed,
Edward Smith,BBC,Sierra Leone,Killed,Crossfire,"April 13, 1998",https://cpj.org/data/people/edward-smith/,Journalist,Confirmed,
Efraín Varela Noriega,Radio Meridiano-70,Colombia,Killed,Murder,"June 28, 2002",https://cpj.org/data/people/efrain-varela-noriega/,Journalist,Confirmed,
Ejaz Raisani,Samaa TV,Pakistan,Killed,Dangerous Assignment,"September 6, 2010",https://cpj.org/data/people/ejaz-raisani/,Journalist,Confirmed,
Ejazul Haq,City-42 TV,Pakistan,Killed,Dangerous Assignment,"May 28, 2010",https://cpj.org/data/people/ejazul-haq/,Journalist,Confirmed,
El-Hadj Mohamed Diallo,"Guinée7, Afrik",Guinea,Killed,Dangerous Assignment,"February 5, 2016",https://cpj.org/data/people/el-hadj-mohamed-diallo/,Journalist,Confirmed,
Eldy Sablas (aka Eldy Gabinales),Radio DXJR-FM,Philippines,Killed,Murder,"October 19, 2004",https://cpj.org/data/people/eldy-sablas-aka-eldy-gabinales/,Journalist,Confirmed,
Elidio Ramos Zárate,El Sur,Mexico,Killed,Murder,"June 19, 2016",https://cpj.org/data/people/elidio-ramos-zarate/,Journalist,Confirmed,
Eliseo Barrón Hernández,La Opinión,Mexico,Killed,Murder,"May 25, 2009",https://cpj.org/data/people/eliseo-barron-hernandez/,Journalist,Confirmed,
Elmar Huseynov,Monitor,Azerbaijan,Killed,Murder,"March 2, 2005",https://cpj.org/data/people/elmar-huseynov/,Journalist,Confirmed,
Elpidio Binoya,Radyo Natin,Philippines,Killed,Murder,"June 17, 2004",https://cpj.org/data/people/elpidio-binoya/,Journalist,Confirmed,
Elpidio Inacio,Televisao Popular de Angola,Angola,Killed,Crossfire,"August 23, 1993",https://cpj.org/data/people/elpidio-inacio/,Journalist,Confirmed,
Elsa Cayat,Freelance,France,Killed,Murder,"January 7, 2015",https://cpj.org/data/people/elsa-cayat/,Journalist,Confirmed,
Elyas Dayee,Radio Free Europe/Radio Liberty,Afghanistan,Killed,Murder,"November 12, 2020",https://cpj.org/data/people/elyas-dayee-2/,Journalist,Confirmed,
Emmanuel-Damien Rukondo,Rubyiruko-Rubanda,Rwanda,Killed,Murder,"April 24, 1994",https://cpj.org/data/people/emmanuel-damien-rukondo/,Journalist,Confirmed,
Enenche Akogwu,Channels TV,Nigeria,Killed,Murder,"January 20, 2012",https://cpj.org/data/people/enenche-akogwu/,Journalist,Confirmed,
Enzo Baldoni,Freelance,Iraq,Killed,Murder,"August 26, 2004",https://cpj.org/data/people/enzo-baldoni/,Journalist,Confirmed,
Ernesto Acero Cadena,Informador Socioeconómico,Colombia,Killed,Murder,"December 12, 1995",https://cpj.org/data/people/ernesto-acero-cadena/,Journalist,Confirmed,
Ernesto Maravilla,Bombo Radyo,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/ernesto-maravilla/,Journalist,Confirmed,
Ernie Rollin,DXSY Radio,Philippines,Killed,Murder,"February 23, 2009",https://cpj.org/data/people/ernie-rollin/,Journalist,Confirmed,
Erol Akgun,Devrimci Cozum,Turkey,Killed,Murder,"September 8, 1994",https://cpj.org/data/people/erol-akgun/,Journalist,Confirmed,
Ersa Siregar,Rajawali Citra Televisi,Indonesia,Killed,Crossfire,"December 29, 2003",https://cpj.org/data/people/ersa-siregar/,Journalist,Confirmed,
Essam Abdullah,Hawar News Agency,Syria,Killed,Crossfire,"November 20, 2022",https://cpj.org/data/people/essam-abdullah/,Journalist,Confirmed,
Eudés Nshimiryo,TV Rwanda,Rwanda,Killed,Murder,"April 7, 1994",https://cpj.org/data/people/eudes-nshimiryo/,Journalist,Confirmed,
Eustorgio Colmenares,La Opinión,Colombia,Killed,Murder,"March 12, 1993",https://cpj.org/data/people/eustorgio-colmenares/,Journalist,Confirmed,
Evany José Metzker,Coruja do Vale,Brazil,Killed,Murder,"May 13, 2015",https://cpj.org/data/people/evany-jose-metzker/,Journalist,Confirmed,
Evariste Djailoramdji,Lotiko Radio,Chad,Killed,Dangerous Assignment,"February 9, 2022",https://cpj.org/data/people/evariste-djailoramdji/,Journalist,Confirmed,
Fabien Fortuné Bitoumbo,Radio Liberté,Republic of Congo,Killed,Murder,"August 29, 1998",https://cpj.org/data/people/fabien-fortune-bitoumbo/,Journalist,Confirmed,
Fabio Polenghi,Freelance,Thailand,Killed,Dangerous Assignment,"May 19, 2010",https://cpj.org/data/people/fabio-polenghi/,Journalist,Confirmed,
Facely Camara,Liberté FM,Guinea,Killed,Murder,"September 16, 2014",https://cpj.org/data/people/facely-camara/,Journalist,Confirmed,
Fadel al-Hadidi,Mosul al-Youm; Sada al-Iraq,Iraq,Killed,Murder,"January 1, 2015",https://cpj.org/data/people/fadel-al-hadidi/,Journalist,Confirmed,
Fadel Shana,Reuters,Israel and the Occupied Palestinian Territory,Killed,Crossfire,"April 16, 2008",https://cpj.org/data/people/fadel-shana/,Journalist,Confirmed,
Fadhil Hazem Fadhil,Al-Hurriya,Iraq,Killed,Crossfire,"April 14, 2005",https://cpj.org/data/people/fadhil-hazem-fadhil/,Journalist,Confirmed,
Fadi Hassouna,Al-Quds Al-Youm,Israel and the Occupied Palestinian Territory,Killed,Murder,"December 26, 2024",https://cpj.org/data/people/fadi-hassouna/,Journalist,Confirmed,
Fadila Nejma,Echourouk,Algeria,Killed,Dangerous Assignment,"June 14, 2001",https://cpj.org/data/people/fadila-nejma/,Journalist,Confirmed,
Faisal Abu Al Qumsan,Al-Quds Al-Youm,Israel and the Occupied Palestinian Territory,Killed,Murder,"December 26, 2024",https://cpj.org/data/people/faisal-abu-al-qumsan/,Journalist,Confirmed,
Faisal Arefin Dipan,Jagriti Prokashoni,Bangladesh,Killed,Murder,"October 31, 2015",https://cpj.org/data/people/faisal-arefin-dipan/,Journalist,Confirmed,
Faisal Qureshi,The London Post,Pakistan,Killed,Murder,"October 7, 2011",https://cpj.org/data/people/faisal-qureshi/,Journalist,Confirmed,
Fakher Haider,The New York Times,Iraq,Killed,Murder,"September 19, 2005",https://cpj.org/data/people/fakher-haider/,Journalist,Confirmed,
Falah Khalaf al-Diyali,Al-Sa'a,Iraq,Killed,Murder,"January 15, 2007",https://cpj.org/data/people/falah-khalaf-al-diyali/,Journalist,Confirmed,
Farag Fouda,October,Egypt,Killed,Murder,"June 8, 1992",https://cpj.org/data/people/farag-fouda/,Journalist,Confirmed,
Farah Omar,Al-Mayadeen TV,Lebanon,Killed,Dangerous Assignment,"November 21, 2023",https://cpj.org/data/people/farah-omar/,Journalist,Confirmed,
Farah Ziane,Révolution Africaine,Algeria,Killed,Murder,"October 20, 1994",https://cpj.org/data/people/farah-ziane/,Journalist,Confirmed,
Fares Hamadi,Eye on the Homeland,Turkey,Killed,Murder,"October 30, 2015",https://cpj.org/data/people/fares-hamadi/,Journalist,Confirmed,
Farhad Taqaddosi,Press TV,Afghanistan,Killed,Crossfire,"September 20, 2011",https://cpj.org/data/people/farhad-taqaddosi/,Journalist,Confirmed,
Farhan Jeemis Abdulle,Radio Daljir and Simba Radio,Somalia,Killed,Murder,"May 2, 2012",https://cpj.org/data/people/farhan-jeemis-abdulle/,Journalist,Confirmed,
Farkhad Kerimov,Associated Press TV,Russia,Killed,Crossfire,"May 29, 1995",https://cpj.org/data/people/farkhad-kerimov/,Journalist,Confirmed,
Farouk al-Zahir,Sudan TV,Sudan,Killed,Crossfire / Combat Related,"March 21, 2025",https://cpj.org/data/people/farouk-al-zahir/,Journalist,Confirmed,
Fatma Hassona,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"April 16, 2025",https://cpj.org/data/people/fatma-hassona/,Journalist,Confirmed,
Fausto Gabriel Alcaraz Garay,Radio Amambay,Paraguay,Killed,Murder,"May 16, 2014",https://cpj.org/data/people/fausto-gabriel-alcaraz-garay/,Journalist,Confirmed,
Fazal Wahab,Freelance,Pakistan,Killed,Murder,"January 21, 2003",https://cpj.org/data/people/fazal-wahab/,Journalist,Confirmed,
Federico Gempesaw,Radyo Natin 106.3 FM CDO,Philippines,Killed,Murder,"June 29, 2022",https://cpj.org/data/people/federico-gempesaw/,Journalist,Confirmed,
Felix Solovyov,Freelance,Russia,Killed,Murder,"February 26, 1996",https://cpj.org/data/people/felix-solovyov/,Journalist,Confirmed,
Feng Zhaoxia,Gejie Daobao,China,Killed,Murder,"January 15, 2001",https://cpj.org/data/people/feng-zhaoxia/,Journalist,Confirmed,
Ferdinand Reyes,Press Freedom,Philippines,Killed,Murder,"February 13, 1996",https://cpj.org/data/people/ferdinand-reyes/,Journalist,Confirmed,
Ferhat Cherkit,El Moudjahid,Algeria,Killed,Murder,"June 7, 1994",https://cpj.org/data/people/ferhat-cherkit/,Journalist,Confirmed,
Ferhat Tepe,Ozgur Gundem,Turkey,Killed,Murder,"July 28, 1993",https://cpj.org/data/people/ferhat-tepe/,Journalist,Confirmed,
Fernando Batul,DZRH and DYPR,Philippines,Killed,Murder,"May 22, 2006",https://cpj.org/data/people/fernando-batul/,Journalist,Confirmed,
Fernando Marcelino,Jango,Angola,Killed,Murder,"October 20, 1992",https://cpj.org/data/people/fernando-marcelino/,Journalist,Confirmed,
Fernando Razon,Periodico Ini,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/fernando-razon/,Journalist,Confirmed,
Fernando Solijon,DxLS Love Radio,Philippines,Killed,Murder,"August 29, 2013",https://cpj.org/data/people/fernando-solijon/,Journalist,Confirmed,
Ferzat Jarban,Freelance,Syria,Killed,Dangerous Assignment,"November 19, 2011",https://cpj.org/data/people/ferzat-jarban/,Journalist,Confirmed,
"Fesshaye ""Joshua"" Yohannes",Setit,Eritrea,Killed,Dangerous Assignment,"January 1, 2007",https://cpj.org/data/people/fesshaye-joshua-yohannes/,Journalist,Confirmed,
Fidaa al-Baali,Orient News,Syria,Killed,Crossfire,"July 5, 2013",https://cpj.org/data/people/fidaa-al-baali/,Journalist,Confirmed,
Fidelis Ikwuebe,Freelancer,Nigeria,Killed,Murder,"April 18, 1999",https://cpj.org/data/people/fidelis-ikwuebe/,Journalist,Confirmed,
Filadelfo Sánchez Sarmiento,La Favorita 103.3FM La Voz de la Sierra Sur,Mexico,Killed,Murder,"July 2, 2015",https://cpj.org/data/people/filadelfo-sanchez-sarmiento/,Journalist,Confirmed,
Filaih Wuday Mijthab,Al-Sabah,Iraq,Killed,Murder,"June 17, 2007",https://cpj.org/data/people/filaih-wuday-mijthab/,Journalist,Confirmed,
Filolisho Khilvatshoev,Payomi Dushanbe,Tajikistan,Killed,Murder,"December 1, 1992",https://cpj.org/data/people/filolisho-khilvatshoev/,Journalist,Confirmed,
Firas al-Baher,Nineveh al-Ghad,Iraq,Killed,Murder,"May 1, 2015",https://cpj.org/data/people/firas-al-baher/,Journalist,Confirmed,
Firas Maadidi,As-Saffir and Al-Masar,Iraq,Killed,Murder,"September 20, 2005",https://cpj.org/data/people/firas-maadidi/,Journalist,Confirmed,
Firas Mohammed Attiyah,Fallujah TV,Iraq,Killed,Dangerous Assignment,"January 20, 2014",https://cpj.org/data/people/firas-mohammed-attiyah/,Journalist,Confirmed,
Flavio Bedoya,Voz,Colombia,Killed,Murder,"April 27, 2001",https://cpj.org/data/people/flavio-bedoya/,Journalist,Confirmed,
Flor Alba Núñez Vargas,Red Noticias and La Preferida Estereo,Colombia,Killed,Murder,"September 10, 2015",https://cpj.org/data/people/flor-alba-nunez-vargas/,Journalist,Confirmed,
Francis Nyaruri,Weekly Citizen,Kenya,Killed,Murder,"January 1, 2009",https://cpj.org/data/people/francis-nyaruri/,Journalist,Confirmed,
Francis Tomasic,Freelance,Bosnia,Killed,Crossfire,"May 1, 1994",https://cpj.org/data/people/francis-tomasic/,Journalist,Confirmed,
Francisca Sandoval,Canal Señal 3 La Victoria,Chile,Killed,Dangerous Assignment,"May 12, 2022",https://cpj.org/data/people/francisca-sandoval/,Journalist,Confirmed,
Francisco Arratia Saldierna,Freelance,Mexico,Killed,Murder,"August 31, 2004",https://cpj.org/data/people/francisco-arratia-saldierna/,Journalist,Confirmed,
Francisco Castro Menco,Fundación Cultural,Colombia,Killed,Murder,"November 8, 1997",https://cpj.org/data/people/francisco-castro-menco/,Journalist,Confirmed,
Francisco Gomes de Medeiros,Radio Caicó,Brazil,Killed,Murder,"October 18, 2010",https://cpj.org/data/people/francisco-gomes-de-medeiros/,Journalist,Confirmed,
Francisco Javier Ortiz Franco,Zeta,Mexico,Killed,Murder,"June 22, 2004",https://cpj.org/data/people/francisco-javier-ortiz-franco/,Journalist,Confirmed,
Francisco Javier Ramírez,Channel 24 Danlí,Honduras,Killed,Murder,"December 21, 2023",https://cpj.org/data/people/francisco-javier-ramirez/,Journalist,Confirmed,
Francisco Parada,Unknown,El Salvador,Killed,Murder,"January 1, 1993",https://cpj.org/data/people/francisco-parada/,Journalist,Confirmed,
Francisco Romero Díaz,"Quintana Roo Hoy,Ocurrió Aquí,Quinta Fuerza",Mexico,Killed,Murder,"May 16, 2019",https://cpj.org/data/people/francisco-romero-diaz/,Journalist,Confirmed,
Frantzsen Charles,FS News Haiti,Haiti,Killed,Murder,"September 11, 2022",https://cpj.org/data/people/frantzsen-charles/,Journalist,Confirmed,
Freddy Elles Ahumada,Freelancer,Colombia,Killed,Murder,"March 18, 1997",https://cpj.org/data/people/freddy-elles-ahumada/,Journalist,Confirmed,
Frédéric Leclerc-Imhoff,BFMTV,Ukraine,Killed,Crossfire,"May 30, 2022",https://cpj.org/data/people/frederic-leclerc-imhoff/,Journalist,Confirmed,
Fuad Muhammad Syafruddin,Bernas,Indonesia,Killed,Murder,"August 16, 1996",https://cpj.org/data/people/fuad-muhammad-syafruddin/,Journalist,Confirmed,
G. Raja Sekhar,Eenadu Television (E-TV),India,Killed,Dangerous Assignment,"November 19, 1997",https://cpj.org/data/people/g-raja-sekhar/,Journalist,Confirmed,
Gabriel Cruz Díaz,El Heraldo,Colombia,Killed,Murder,"November 11, 1995",https://cpj.org/data/people/gabriel-cruz-diaz/,Journalist,Confirmed,
Gabriel Gruener,Stern,Yugoslavia,Killed,Crossfire,"June 13, 1999",https://cpj.org/data/people/gabriel-gruener/,Journalist,Confirmed,
Gabrielle Marian Hulsen,Freelancer,Lebanon,Killed,Murder,"August 18, 1992",https://cpj.org/data/people/gabrielle-marian-hulsen/,Journalist,Confirmed,
Gadzhimurad Kamalov,Chernovik,Russia,Killed,Murder,"December 15, 2011",https://cpj.org/data/people/gadzhimurad-kamalov/,Journalist,Confirmed,
Garry Tesse,Radio Lebon FM,Haiti,Killed,Murder,"October 18, 2022",https://cpj.org/data/people/garry-tesse/,Journalist,Confirmed,
Gauri Lankesh,Gauri Lankesh Patrike,India,Killed,Murder,"September 5, 2017",https://cpj.org/data/people/gauri-lankesh/,Journalist,Confirmed,
Gautam Das,Samakal,Bangladesh,Killed,Murder,"November 17, 2005",https://cpj.org/data/people/gautam-das/,Journalist,Confirmed,
Gebran Tueni,Al-Nahar,Lebanon,Killed,Murder,"December 12, 2005",https://cpj.org/data/people/gebran-tueni/,Journalist,Confirmed,
Gelson Domingos da Silva,Bandeirantes TV,Brazil,Killed,Dangerous Assignment,"November 6, 2011",https://cpj.org/data/people/gelson-domingos-da-silva/,Journalist,Confirmed,
Gene Boyd Lumawag,MindaNews,Philippines,Killed,Murder,"November 12, 2004",https://cpj.org/data/people/gene-boyd-lumawag/,Journalist,Confirmed,
Gennady Pavlyuk (Ibragim Rustambek),Bely Parokhod,Kazakhstan,Killed,Murder,"December 22, 2009",https://cpj.org/data/people/gennady-pavlyuk-ibragim-rustambek/,Journalist,Confirmed,
Georg Friderich Pfuhl,FADMST,Bosnia,Killed,Crossfire,"September 19, 1992",https://cpj.org/data/people/georg-friderich-pfuhl/,Journalist,Confirmed,
George Abanga,"Success FM, Peace FM",Ghana,Killed,Murder,"September 10, 2015",https://cpj.org/data/people/george-abanga/,Journalist,Confirmed,
George Vigo,Union of Catholic Asian News,Philippines,Killed,Murder,"June 19, 2006",https://cpj.org/data/people/george-vigo/,Journalist,Confirmed,
Georges Wolinski,Charlie Hebdo,France,Killed,Murder,"January 7, 2015",https://cpj.org/data/people/georges-wolinski/,Journalist,Confirmed,
Georgy Chanya,Resonants,Georgia,Killed,Crossfire,"May 26, 1998",https://cpj.org/data/people/georgy-chanya/,Journalist,Confirmed,
