fullName,organizations,location,status,typeOfDeath,startDisplay,mtpage,type,motiveConfirmed,charges
Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Shahba Press Agency,Syria,Killed,Crossfire,"October 27, 2015",https://cpj.org/data/people/jomaa-al-ahmad-abu-al-nour-al-halabi/,Journalist,Confirmed,
Jordi Pujol,Avui,Bosnia,Killed,Crossfire,"May 17, 1992",https://cpj.org/data/people/jordi-pujol/,Journalist,Confirmed,
Jorge Aguirre,Cadena Capriles (El Mundo),Venezuela,Killed,Murder,"April 5, 2006",https://cpj.org/data/people/jorge-aguirre/,Journalist,Confirmed,
Jorge Celestino Ruiz Vázquez,El Gráfico,Mexico,Killed,Murder,"August 2, 2019",https://cpj.org/data/people/jorge-celestino-ruiz-vazquez/,Journalist,Confirmed,
Jorge Enrique Urbano Sánchez,Mar Estéreo,Colombia,Killed,Murder,"July 8, 2001",https://cpj.org/data/people/jorge-enrique-urbano-sanchez/,Journalist,Confirmed,
Jorge Ibraín Tortoza Cruz,2001,Venezuela,Killed,Dangerous Assignment,"April 11, 2002",https://cpj.org/data/people/jorge-ibrain-tortoza-cruz/,Journalist,Confirmed,
Jorge Luis Marroquín Sagastume,Sol Chortí,Guatemala,Killed,Murder,"June 5, 1997",https://cpj.org/data/people/jorge-luis-marroquin-sagastume/,Journalist,Confirmed,
Jorge Martín Dorantes,El Crucero,Mexico,Killed,Murder,"June 6, 1994",https://cpj.org/data/people/jorge-martin-dorantes/,Journalist,Confirmed,
Jorge Miguel Armenta Ávalos,"Última Palabra,Medios Obson",Mexico,Killed,Murder,"May 16, 2020",https://cpj.org/data/people/jorge-miguel-armenta-avalos/,Journalist,Confirmed,
Jorge Mynor Alegría Armendáriz,Radio Amatique,Guatemala,Killed,Murder,"September 5, 2001",https://cpj.org/data/people/jorge-mynor-alegria-armendariz/,Journalist,Confirmed,
José Abelardo Liz,Nación Nasa,Colombia,Killed,Dangerous Assignment,"August 13, 2020",https://cpj.org/data/people/jose-abelardo-liz/,Journalist,Confirmed,
José Agustín Silvestre de los Santos,"La Voz de la Verdad, Caña TV",Dominican Republic,Killed,Murder,"August 2, 2011",https://cpj.org/data/people/jose-agustin-silvestre-de-los-santos/,Journalist,Confirmed,
José Armando Rodríguez Carreón,El Diario de Ciudad Juárez,Mexico,Killed,Murder,"November 13, 2008",https://cpj.org/data/people/jose-armando-rodriguez-carreon/,Journalist,Confirmed,
José Cândido de Amorim Filho,Rádio Alternativa,Brazil,Killed,Murder,"July 1, 2005",https://cpj.org/data/people/jose-candido-de-amorim-filho/,Journalist,Confirmed,
José Carlos Araújo,Rádio Timbaúba FM,Brazil,Killed,Murder,"April 24, 2004",https://cpj.org/data/people/jose-carlos-araujo/,Journalist,Confirmed,
José Carlos Mesquita,TV Ouro Verde,Brazil,Killed,Murder,"March 10, 1998",https://cpj.org/data/people/jose-carlos-mesquita/,Journalist,Confirmed,
José Couso,Telecinco,Iraq,Killed,Crossfire,"April 8, 2003",https://cpj.org/data/people/jose-couso/,Journalist,Confirmed,
José Duviel Vásquez Arias,La Voz de la Selva,Colombia,Killed,Murder,"July 6, 2001",https://cpj.org/data/people/jose-duviel-vasquez-arias/,Journalist,Confirmed,
José Emeterio Rivas,Radio Calor Estéreo,Colombia,Killed,Murder,"April 6, 2003",https://cpj.org/data/people/jose-emeterio-rivas/,Journalist,Confirmed,
José Everardo Aguilar,Radio Súper and Bolívar Estéreo,Colombia,Killed,Murder,"April 29, 2009",https://cpj.org/data/people/jose-everardo-aguilar/,Journalist,Confirmed,
José Luis Cabezas,Noticias,Argentina,Killed,Murder,"January 25, 1997",https://cpj.org/data/people/jose-luis-cabezas/,Journalist,Confirmed,
José Luis López de la Calle,El Mundo,Spain,Killed,Murder,"May 7, 2000",https://cpj.org/data/people/jose-luis-lopez-de-la-calle/,Journalist,Confirmed,
José Luis Ortega Mata,Semanario de Ojinaga,Mexico,Killed,Murder,"February 19, 2001",https://cpj.org/data/people/jose-luis-ortega-mata/,Journalist,Confirmed,
Jose Manuel,Benguela Province Radio,Angola,Killed,Murder,"May 1, 1993",https://cpj.org/data/people/jose-manuel/,Journalist,Confirmed,
Jose Maria dos Santos,Radio Morena,Angola,Killed,Murder,"May 1, 1993",https://cpj.org/data/people/jose-maria-dos-santos/,Journalist,Confirmed,
José Moisés Sánchez Cerezo,La Unión,Mexico,Killed,Murder,"January 2, 2015",https://cpj.org/data/people/jose-moises-sanchez-cerezo/,Journalist,Confirmed,
José Roberto Ornelas de Lemos,Jornal Hora H,Brazil,Killed,Murder,"June 11, 2013",https://cpj.org/data/people/jose-roberto-ornelas-de-lemos/,Journalist,Confirmed,
Joselito Agustin,DZJC,Philippines,Killed,Murder,"June 15, 2010",https://cpj.org/data/people/joselito-agustin/,Journalist,Confirmed,
Joseph Hernández Ochoa,TV Channel 51,Honduras,Killed,Murder,"March 1, 2010",https://cpj.org/data/people/joseph-hernandez-ochoa/,Journalist,Confirmed,
"Juan ""Jun"" Pala",DXGO Radio,Philippines,Killed,Murder,"September 6, 2003",https://cpj.org/data/people/juan-jun-pala/,Journalist,Confirmed,
Juan Camilo Restrepo Guerra,Radio Galaxia Estéreo,Colombia,Killed,Murder,"October 31, 2000",https://cpj.org/data/people/juan-camilo-restrepo-guerra/,Journalist,Confirmed,
Juan Carlos Benavides Arévalo,Manantial Estéreo,Colombia,Killed,Crossfire,"August 22, 2003",https://cpj.org/data/people/juan-carlos-benavides-arevalo/,Journalist,Confirmed,
Juan Carlos Encinas,Freelancer,Bolivia,Killed,Dangerous Assignment,"July 29, 2001",https://cpj.org/data/people/juan-carlos-encinas/,Journalist,Confirmed,
Juan Carlos Vásquez,Ultima Hora,Dominican Republic,Killed,Murder,"July 2, 1995",https://cpj.org/data/people/juan-carlos-vasquez/,Journalist,Confirmed,
Juan Emilio Andújar Matos,Radio Azua and Listín Diario,Dominican Republic,Killed,Murder,"September 14, 2004",https://cpj.org/data/people/juan-emilio-andujar-matos/,Journalist,Confirmed,
Juan Javier Ortega Reyes,El Comercio,Colombia,Killed,Murder,"April 18, 2018",https://cpj.org/data/people/juan-javier-ortega-reyes/,Journalist,Confirmed,
Julio Anguita Parrado,El Mundo,Iraq,Killed,Crossfire,"April 7, 2003",https://cpj.org/data/people/julio-anguita-parrado/,Journalist,Confirmed,
Julio Augusto García Romero,La Bocina and Punto de Vista,Ecuador,Killed,Dangerous Assignment,"April 19, 2005",https://cpj.org/data/people/julio-augusto-garcia-romero/,Journalist,Confirmed,
Julio César Da Rosa,Radio del Centro,Uruguay,Killed,Murder,"February 24, 2000",https://cpj.org/data/people/julio-cesar-da-rosa/,Journalist,Confirmed,
Julio Fuentes,El Mundo,Afghanistan,Killed,Murder,"November 19, 2001",https://cpj.org/data/people/julio-fuentes/,Journalist,Confirmed,
Julio Hernando Palacios Sánchez,Radio Lemas,Colombia,Killed,Murder,"January 11, 2005",https://cpj.org/data/people/julio-hernando-palacios-sanchez/,Journalist,Confirmed,
Julio Valdivia,El Mundo,Mexico,Killed,Murder,"September 9, 2020",https://cpj.org/data/people/julio-valdivia/,Journalist,Confirmed,
Jyotirmoy Dey,Midday,India,Killed,Murder,"June 11, 2011",https://cpj.org/data/people/jyotirmoy-dey/,Journalist,Confirmed,
Kamal Hossain,Ajker Kagoj,Bangladesh,Killed,Murder,"August 22, 2004",https://cpj.org/data/people/kamal-hossain/,Journalist,Confirmed,
Kamal Manahi Anbar,Freelance,Iraq,Killed,Crossfire,"March 26, 2006",https://cpj.org/data/people/kamal-manahi-anbar/,Journalist,Confirmed,
Kamel abu al-Walid,Jarabulus Media Office,Syria,Killed,Crossfire,"March 19, 2018",https://cpj.org/data/people/kamel-abu-al-walid/,Journalist,Confirmed,
Kamran Dawar,"Freelance, Waziristan TV",Pakistan,Killed,Murder,"May 21, 2024",https://cpj.org/data/people/kamran-dawar/,Journalist,Confirmed,
Karam Hussein,European Pressphoto Agency,Iraq,Killed,Murder,"October 14, 2004",https://cpj.org/data/people/karam-hussein/,Journalist,Confirmed,
Karam Kabishou,Sama TV,Syria,Killed,Crossfire,"December 29, 2017",https://cpj.org/data/people/karam-kabishou/,Journalist,Confirmed,
Karen Fischer,Freelance,Afghanistan,Killed,Murder,"October 7, 2006",https://cpj.org/data/people/karen-fischer/,Journalist,Confirmed,
Karim Fakhrawi,Al-Wasat,Bahrain,Killed,Murder,"April 12, 2011",https://cpj.org/data/people/karim-fakhrawi/,Journalist,Confirmed,
Karmela Sojanovic,Oslobodjenje,Bosnia,Killed,Murder,"January 10, 1993",https://cpj.org/data/people/karmela-sojanovic/,Journalist,Confirmed,
Karun Misra,Jansandesh Times,India,Killed,Murder,"February 13, 2016",https://cpj.org/data/people/karun-misra/,Journalist,Confirmed,
Kaset Puengpak,Thai Rath,Thailand,Killed,Murder,"May 2, 2001",https://cpj.org/data/people/kaset-puengpak/,Journalist,Confirmed,
Kate Peyton,BBC,Somalia,Killed,Murder,"February 9, 2005",https://cpj.org/data/people/kate-peyton/,Journalist,Confirmed,
Kaveh Golestan,Freelance,Iraq,Killed,Crossfire,"April 2, 2003",https://cpj.org/data/people/kaveh-golestan/,Journalist,Confirmed,
Kawa Garmyane,"Rayel, Awene",Iraq,Killed,Murder,"December 5, 2013",https://cpj.org/data/people/kawa-garmyane/,Journalist,Confirmed,
Kazbek Gekkiyev,VGTRK,Russia,Killed,Murder,"December 5, 2012",https://cpj.org/data/people/kazbek-gekkiyev/,Journalist,Confirmed,
Kemal Kilic,Ozgur Gundem,Turkey,Killed,Murder,"February 25, 1993",https://cpj.org/data/people/kemal-kilic/,Journalist,Confirmed,
Ken Oosterbroek,The Star,South Africa,Killed,Crossfire,"April 18, 1994",https://cpj.org/data/people/ken-oosterbroek/,Journalist,Confirmed,
Kenji Goto,Freelance,Syria,Killed,Murder,"January 1, 2015",https://cpj.org/data/people/kenji-goto/,Journalist,Confirmed,
Kenji Nagai,APF News,Myanmar,Killed,Murder,"September 27, 2007",https://cpj.org/data/people/kenji-nagai/,Journalist,Confirmed,
Kerem Lawton,Associated Press Television News,Yugoslavia,Killed,Crossfire,"March 29, 2001",https://cpj.org/data/people/kerem-lawton/,Journalist,Confirmed,
Khadija Dahmani,Echourouk al-Arabi,Algeria,Killed,Murder,"December 5, 1995",https://cpj.org/data/people/khadija-dahmani/,Journalist,Confirmed,
Khaled Abdel Thamer,Al-Iraqiya,Iraq,Killed,Dangerous Assignment,"March 10, 2014",https://cpj.org/data/people/khaled-abdel-thamer/,Journalist,Confirmed,
Khaled al-Attar,Al-Iraqiya,Iraq,Killed,Murder,"July 1, 2005",https://cpj.org/data/people/khaled-al-attar/,Journalist,Confirmed,
Khaled al-Khateb,RT,Syria,Killed,Crossfire,"July 30, 2017",https://cpj.org/data/people/khaled-al-khateb/,Journalist,Confirmed,
Khaled al-Washli,Al-Masirah TV,Yemen,Killed,Dangerous Assignment,"January 4, 2015",https://cpj.org/data/people/khaled-al-washli/,Journalist,Confirmed,
Khaled al-Zintani,Freelance,Libya,Killed,Crossfire,"June 24, 2016",https://cpj.org/data/people/khaled-al-zintani/,Journalist,Confirmed,
Khaled Eissa,Freelance,Syria,Killed,Murder,"June 24, 2016",https://cpj.org/data/people/khaled-eissa/,Journalist,Confirmed,
Khaled Fayyad Obaid al-Hamdani,Nahrain,Iraq,Killed,Crossfire,"April 12, 2007",https://cpj.org/data/people/khaled-fayyad-obaid-al-hamdani/,Journalist,Confirmed,
Khaled Mahmoud al-Falahi,Wasan Productions and Al-Arabiya,Iraq,Killed,Murder,"February 23, 2006",https://cpj.org/data/people/khaled-mahmoud-al-falahi/,Journalist,Confirmed,
Khaled Reyadh Hamad,Continue Production Films,Israel and the Occupied Palestinian Territory,Killed,Crossfire,"July 20, 2014",https://cpj.org/data/people/khaled-reyadh-hamad/,Journalist,Confirmed,
Khalid Ali Hamada,Al-Ahad TV,Iraq,Killed,Crossfire,"June 15, 2014",https://cpj.org/data/people/khalid-ali-hamada/,Journalist,Confirmed,
Khalid W. Hassan,The New York Times,Iraq,Killed,Murder,"July 13, 2007",https://cpj.org/data/people/khalid-w-hassan/,Journalist,Confirmed,
Khalil Abu Aathra,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 19, 2023",https://cpj.org/data/people/khalil-abu-aathra/,Journalist,Confirmed,
Khalil Jibran,Khyber News,Pakistan,Killed,Murder,"June 18, 2024",https://cpj.org/data/people/khalil-jibran/,Journalist,Confirmed,
Khamail Khalaf,Radio Free Iraq,Iraq,Killed,Murder,"April 5, 2007",https://cpj.org/data/people/khamail-khalaf/,Journalist,Confirmed,
Khem Sambo,Moneaseka Khmer,Cambodia,Killed,Murder,"July 11, 2008",https://cpj.org/data/people/khem-sambo/,Journalist,Confirmed,
Khushvaht Muborakshoev,Tajikistan State Television,Tajikistan,Killed,Murder,"December 1, 1992",https://cpj.org/data/people/khushvaht-muborakshoev/,Journalist,Confirmed,
Khushvakht Haydarsho,Jumhuriyat,Tajikistan,Killed,Murder,"May 18, 1994",https://cpj.org/data/people/khushvakht-haydarsho/,Journalist,Confirmed,
Kim Wall,Freelance,Denmark,Killed,Dangerous Assignment,"August 10, 2017",https://cpj.org/data/people/kim-wall/,Journalist,Confirmed,
Kirill Radchenko,The Investigations Management Centre (TsUR),Central African Republic,Killed,Murder,"July 30, 2018",https://cpj.org/data/people/kirill-radchenko/,Journalist,Confirmed,
Kjasif Smajlovic,Oslobodjenje,Bosnia,Killed,Murder,"April 9, 1992",https://cpj.org/data/people/kjasif-smajlovic/,Journalist,Confirmed,
Klein Cantoneros,DXAA-FM,Philippines,Killed,Murder,"May 4, 2005",https://cpj.org/data/people/klein-cantoneros/,Journalist,Confirmed,
Kolawole Omoniyi,Freelance,Nigeria,Killed,Dangerous Assignment,"October 8, 2024",https://cpj.org/data/people/kolawole-omoniyi/,Journalist,Confirmed,
Kotaro Ogawa,Freelance,Iraq,Killed,Crossfire,"May 27, 2004",https://cpj.org/data/people/kotaro-ogawa/,Journalist,Confirmed,
Kruno Marinovic,Croatian State Radio,Bosnia,Killed,Murder,"April 14, 1992",https://cpj.org/data/people/kruno-marinovic/,Journalist,Confirmed,
Kurt Schork,Reuters,Sierra Leone,Killed,Crossfire,"May 24, 2000",https://cpj.org/data/people/kurt-schork/,Journalist,Confirmed,
Kutlu Adali,Yeni Düzen,Cyprus,Killed,Murder,"July 6, 1996",https://cpj.org/data/people/kutlu-adali/,Journalist,Confirmed,
Lahcene Bensaadallah,El-Irshad,Algeria,Killed,Murder,"October 12, 1994",https://cpj.org/data/people/lahcene-bensaadallah/,Journalist,Confirmed,
Laith al-Dulaimi,Al-Nahrain,Iraq,Killed,Murder,"May 8, 2006",https://cpj.org/data/people/laith-al-dulaimi/,Journalist,Confirmed,
Lanka Jayasundara,Wijeya Publications,Sri Lanka,Killed,Dangerous Assignment,"December 11, 2004",https://cpj.org/data/people/lanka-jayasundara/,Journalist,Confirmed,
Larisa Yudina,Sovietskaya Kalmykia Segodnya,Russia,Killed,Murder,"June 8, 1998",https://cpj.org/data/people/larisa-yudina/,Journalist,Confirmed,
Larry Que,Catanduanes News Now,Philippines,Killed,Murder,"December 20, 2016",https://cpj.org/data/people/larry-que/,Journalist,Confirmed,
Lasantha Wickrematunge,The Sunday Leader,Sri Lanka,Killed,Murder,"January 8, 2009",https://cpj.org/data/people/lasantha-wickrematunge/,Journalist,Confirmed,
Lawrence Fahmy al-Naimi,Shaam News Network,Syria,Killed,Crossfire,"May 27, 2012",https://cpj.org/data/people/lawrence-fahmy-al-naimi/,Journalist,Confirmed,
Layal Najib,Freelance,Lebanon,Killed,Crossfire,"July 23, 2006",https://cpj.org/data/people/layal-najib/,Journalist,Confirmed,
Lea Dalmacio,Socsargen News,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/lea-dalmacio/,Journalist,Confirmed,
Leiron Kogoya,Papua Pos Nabire and Pasifik Pos Dail,Indonesia,Killed,Dangerous Assignment,"April 8, 2012",https://cpj.org/data/people/leiron-kogoya/,Journalist,Confirmed,
Leobardo Vázquez Atzin,Enlace Informativo Regional,Mexico,Killed,Murder,"March 21, 2018",https://cpj.org/data/people/leobardo-vazquez-atzin/,Journalist,Confirmed,
Leonardo Gabriel Hernández,Valle TV,Honduras,Killed,Murder,"March 17, 2019",https://cpj.org/data/people/leonardo-gabriel-hernandez/,Journalist,Confirmed,
Leslie Ann Pamela Montenegro del Real,El Sillón,Mexico,Killed,Murder,"February 5, 2018",https://cpj.org/data/people/leslie-ann-pamela-montenegro-del-real/,Journalist,Confirmed,
Leyla Yildizhan (Deniz Firat),Firat News Agency,Iraq,Killed,Crossfire,"August 8, 2014",https://cpj.org/data/people/leyla-yildizhan-deniz-firat/,Journalist,Confirmed,
Liban Abdullahi Farah,Kalsan TV,Somalia,Killed,Murder,"July 7, 2013",https://cpj.org/data/people/liban-abdullahi-farah/,Journalist,Confirmed,
Liban Ali Nur,Somali National TV,Somalia,Killed,Murder,"September 20, 2012",https://cpj.org/data/people/liban-ali-nur/,Journalist,Confirmed,
Lindo Lupogan,Mindanao Daily Gazette,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/lindo-lupogan/,Journalist,Confirmed,
Lissy Schmidt,"Agence France-Presse, Frankfurter Rundschau, Der Tagesspiegel",Iraq,Killed,Murder,"April 3, 1994",https://cpj.org/data/people/lissy-schmidt/,Journalist,Confirmed,
Loay al-Nimir,Freelance,Syria,Killed,Crossfire,"January 31, 2013",https://cpj.org/data/people/loay-al-nimir/,Journalist,Confirmed,
Lokman Slim,Freelance,Lebanon,Killed,Murder,"February 3, 2021",https://cpj.org/data/people/lokman-slim/,Journalist,Confirmed,
Louay Sadiq Meshaal,Al-Nujaba TV,Iraq,Killed,Crossfire,"October 1, 2017",https://cpj.org/data/people/louay-sadiq-meshaal/,Journalist,Confirmed,
Lourenço Veras,Porã News,Paraguay,Killed,Murder,"February 12, 2020",https://cpj.org/data/people/lourenco-veras/,Journalist,Confirmed,
Lucas Mebrouk Dolega,European Pressphoto Agency,Tunisia,Killed,Dangerous Assignment,"January 17, 2011",https://cpj.org/data/people/lucas-mebrouk-dolega/,Journalist,Confirmed,
Luciano Leitão Pedrosa,TV Vitória and Radio Metropolitana FM,Brazil,Killed,Murder,"April 9, 2011",https://cpj.org/data/people/luciano-leitao-pedrosa/,Journalist,Confirmed,
Luis Alonzo Almendares,Freelance,Honduras,Killed,Murder,"September 27, 2020",https://cpj.org/data/people/luis-alonzo-almendares/,Journalist,Confirmed,
Luis Antonio Peralta Cuéllar,Linda Stereo,Colombia,Killed,Murder,"February 14, 2015",https://cpj.org/data/people/luis-antonio-peralta-cuellar/,Journalist,Confirmed,
Luis Carlos Santiago,El Diario,Mexico,Killed,Murder,"September 16, 2010",https://cpj.org/data/people/luis-carlos-santiago/,Journalist,Confirmed,
Luis Eduardo Alfonso Parada,Radio Meridiano-70,Colombia,Killed,Murder,"March 18, 2003",https://cpj.org/data/people/luis-eduardo-alfonso-parada/,Journalist,Confirmed,
Luis Emanuel Ruiz Carrillo,La Prensa,Mexico,Killed,Murder,"March 25, 2011",https://cpj.org/data/people/luis-emanuel-ruiz-carrillo/,Journalist,Confirmed,
Luís Gustavo da Silva,Freelance,Brazil,Killed,Murder,"June 14, 2017",https://cpj.org/data/people/luis-gustavo-da-silva/,Journalist,Confirmed,
Luis Mario García Rodríguez,La Tarde,Mexico,Killed,Murder,"February 12, 1998",https://cpj.org/data/people/luis-mario-garcia-rodriguez/,Journalist,Confirmed,
Luiz Antônio da Costa,Época,Brazil,Killed,Murder,"July 23, 2003",https://cpj.org/data/people/luiz-antonio-da-costa/,Journalist,Confirmed,
Luiz Carlos Barbon Filho,"Jornal do Porto, JC Regional, and Rádio Porto FM",Brazil,Killed,Murder,"May 5, 2007",https://cpj.org/data/people/luiz-carlos-barbon-filho/,Journalist,Confirmed,
Łukasz Masiak,Nasza Mława,Poland,Killed,Murder,"June 14, 2015",https://cpj.org/data/people/lukasz-masiak/,Journalist,Confirmed,
Luke Somers,Freelance,Yemen,Killed,Murder,"December 6, 2014",https://cpj.org/data/people/luke-somers/,Journalist,Confirmed,
Luma al-Karkhi,Al-Dustour,Iraq,Killed,Murder,"November 15, 2006",https://cpj.org/data/people/luma-al-karkhi/,Journalist,Confirmed,
Lyra McKee,Freelance,UK,Killed,Dangerous Assignment,"April 18, 2019",https://cpj.org/data/people/lyra-mckee/,Journalist,Confirmed,
M. L. Manchanda,All India Radio,India,Killed,Murder,"May 27, 1992",https://cpj.org/data/people/m-l-manchanda/,Journalist,Confirmed,
Mabay Kamara,Freelancer,Sierra Leone,Killed,Murder,"January 9, 1999",https://cpj.org/data/people/mabay-kamara/,Journalist,Confirmed,
Madjid Yacef,L'Hebdo Libéré,Algeria,Killed,Murder,"March 20, 1994",https://cpj.org/data/people/madjid-yacef/,Journalist,Confirmed,
Mafaldo Bezerra Goes,FM Rio Jaguaribe,Brazil,Killed,Murder,"February 22, 2013",https://cpj.org/data/people/mafaldo-bezerra-goes/,Journalist,Confirmed,
Magdy Abdel Rahman,Sudan TV,Sudan,Killed,Crossfire / Combat Related,"March 21, 2025",https://cpj.org/data/people/magdy-abdel-rahman/,Journalist,Confirmed,
Magomed Yevloyev,Ingushetiya,Russia,Killed,Murder,"August 31, 2008",https://cpj.org/data/people/magomed-yevloyev/,Journalist,Confirmed,
Magomedzagid Varisov,Novoye Delo,Russia,Killed,Murder,"June 28, 2005",https://cpj.org/data/people/magomedzagid-varisov/,Journalist,Confirmed,
Maha Ibrahim,Baghdad TV,Iraq,Killed,Crossfire,"June 25, 2005",https://cpj.org/data/people/maha-ibrahim/,Journalist,Confirmed,
Mahad Ahmed Elmi,Capital Voice,Somalia,Killed,Murder,"August 11, 2007",https://cpj.org/data/people/mahad-ahmed-elmi/,Journalist,Confirmed,
Mahad Ali Mohamed,Codka Mudug Radio,Somalia,Killed,Crossfire,"November 6, 2016",https://cpj.org/data/people/mahad-ali-mohamed/,Journalist,Confirmed,
Mahad Salad Adan,Shabelle Media Network,Somalia,Killed,Murder,"April 5, 2012",https://cpj.org/data/people/mahad-salad-adan/,Journalist,Confirmed,
Maharram Durrani,"Radio Azadi,Radio Free Europe/Radio Liberty",Afghanistan,Killed,Murder,"April 30, 2018",https://cpj.org/data/people/maharram-durrani/,Journalist,Confirmed,
Maharram Ibrahimov,AzerTag,Azerbaijan,Killed,Crossfire,"June 4, 2021",https://cpj.org/data/people/maharram-ibrahimov/,Journalist,Confirmed,
Maheshwar Pahari,Rastriya Swabhiman,Nepal,Killed,Dangerous Assignment,"October 4, 2005",https://cpj.org/data/people/maheshwar-pahari/,Journalist,Confirmed,
Mahmoud al-Harbi al-Kafri,Daraa 24,Syria,Killed,Murder,"November 10, 2023",https://cpj.org/data/people/mahmoud-al-harbi-al-kafri/,Journalist,Confirmed,
Mahmoud al-Kumi,Al-Aqsa,Israel and the Occupied Palestinian Territory,Killed,Crossfire,"November 20, 2012",https://cpj.org/data/people/mahmoud-al-kumi/,Journalist,Confirmed,
Mahmoud Hamid Abbas,Zweites Deutsches Fernsehen,Iraq,Killed,Crossfire,"August 15, 2004",https://cpj.org/data/people/mahmoud-hamid-abbas/,Journalist,Confirmed,
Mahmoud Islim Al-Basos,Freelance,Israel and the Occupied Palestinian Territory,Killed,Murder,"March 15, 2025",https://cpj.org/data/people/mahmoud-islim-al-basos/,Journalist,Confirmed,
Mahmoud Juhjouh,Palestine Post,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"May 16, 2024",https://cpj.org/data/people/mahmoud-juhjouh/,Journalist,Confirmed,
Mahmoud Natouf,"Sana al-Thawra, Moadamyat Al-Sham Media Center",Syria,Killed,Crossfire,"March 14, 2013",https://cpj.org/data/people/mahmoud-natouf/,Journalist,Confirmed,
Mahmoud Saremi,Iranian News Agency (IRNA),Afghanistan,Killed,Murder,"August 8, 1998",https://cpj.org/data/people/mahmoud-saremi/,Journalist,Confirmed,
Mahmoud Za'al,Baghdad TV,Iraq,Killed,Crossfire,"January 25, 2006",https://cpj.org/data/people/mahmoud-zaal/,Journalist,Confirmed,
Mahran al-Deeri,Al-Jazeera,Syria,Killed,Crossfire,"December 10, 2014",https://cpj.org/data/people/mahran-al-deeri/,Journalist,Confirmed,
Maisara Ahmed Salah,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"November 30, 2024",https://cpj.org/data/people/maisara-ahmed-salah/,Journalist,Confirmed,
Majd Fadl Arandas,Al-Jamaheer,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"November 1, 2023",https://cpj.org/data/people/majd-fadl-arandas/,Journalist,Confirmed,
Majeed Mohammed,Kirkuk al-Yawm and Hawal,Iraq,Killed,Murder,"July 16, 2007",https://cpj.org/data/people/majeed-mohammed/,Journalist,Confirmed,
Majid Dirani,Freelance,Syria,Killed,Crossfire,"February 19, 2016",https://cpj.org/data/people/majid-dirani/,Journalist,Confirmed,
Maks Levin,LB.ua,Ukraine,Killed,Crossfire,"March 13, 2022",https://cpj.org/data/people/maks-levin/,Journalist,Confirmed,
Maksim Maksimov,Gorod,Russia,Killed,Murder,"June 29, 2006",https://cpj.org/data/people/maksim-maksimov/,Journalist,Confirmed,
Malalai Maiwand,Enikass Radio and TV,Afghanistan,Killed,Murder,"December 10, 2020",https://cpj.org/data/people/malalai-maiwand/,Journalist,Confirmed,
Malik Arif,Samaa TV,Pakistan,Killed,Crossfire,"April 16, 2010",https://cpj.org/data/people/malik-arif/,Journalist,Confirmed,
Malika Sabour,Echourouk al-Arabi,Algeria,Killed,Murder,"May 21, 1995",https://cpj.org/data/people/malika-sabour/,Journalist,Confirmed,
Mamdouh Qanita,Al-Aqsa TV,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"November 30, 2024",https://cpj.org/data/people/mamdouh-qanita/,Journalist,Confirmed,
Manik Saha,New Age,Bangladesh,Killed,Murder,"January 15, 2004",https://cpj.org/data/people/manik-saha/,Journalist,Confirmed,
Manish Kumar Singh,Sudarshan TV,India,Killed,Murder,"August 8, 2021",https://cpj.org/data/people/manish-kumar-singh/,Journalist,Confirmed,
Manoel Leal de Oliveira,A Regiao,Brazil,Killed,Murder,"January 14, 1998",https://cpj.org/data/people/manoel-leal-de-oliveira/,Journalist,Confirmed,
Mantas Kvedaravičius,Freelance,Ukraine,Killed,Crossfire,"April 2, 2022",https://cpj.org/data/people/mantas-kvedaravicius/,Journalist,Confirmed,
Manuel de Dios Unanue,El Diario/La Prensa,USA,Killed,Murder,"March 11, 1992",https://cpj.org/data/people/manuel-de-dios-unanue/,Journalist,Confirmed,
Manuel Martínez Espinoza,Radio Super,Colombia,Killed,Murder,"September 28, 1993",https://cpj.org/data/people/manuel-martinez-espinoza/,Journalist,Confirmed,
Marc Brunereau,Freelance,Afghanistan,Killed,Crossfire,"September 5, 2001",https://cpj.org/data/people/marc-brunereau/,Journalist,Confirmed,
Marcellin Kayiranga,Kanguka,Rwanda,Killed,Murder,"April 22, 1994",https://cpj.org/data/people/marcellin-kayiranga/,Journalist,Confirmed,
Marcello Palmisano,RAI,Somalia,Killed,Murder,"February 9, 1995",https://cpj.org/data/people/marcello-palmisano/,Journalist,Confirmed,
Marckendy Natoux,Freelance,Haiti,Killed,Murder,"December 24, 2024",https://cpj.org/data/people/marckendy-natoux/,Journalist,Confirmed,
Marco Luchetta,RAI-TV,Bosnia,Killed,Crossfire,"January 28, 1994",https://cpj.org/data/people/marco-luchetta/,Journalist,Confirmed,
Marcos Borges Ribeiro,Independente,Brazil,Killed,Murder,"May 1, 1995",https://cpj.org/data/people/marcos-borges-ribeiro/,Journalist,Confirmed,
