fullName,organizations,location,status,typeOfDeath,Date,mtpage,type,motiveConfirmed,charges,Year
Sayomchai Vijitwittayapong,Matichon,Thailand,Killed,Murder,1998-01-10,https://cpj.org/data/people/sayomchai-vijitwittayapong/,Journalist,Confirmed,,1998
Selvarajah Rajeewarnam,Uthayan,Sri Lanka,Killed,Murder,2007-04-29,https://cpj.org/data/people/selvarajah-rajeewarnam/,Journalist,Confirmed,,2007
Semko Karim Mohyideen,Freelance,Iraq,Killed,Crossfire,2004-02-01,https://cpj.org/data/people/semko-karim-mohyideen/,Journalist,Confirmed,,2004
Serge Maheshe,Radio Okapi,Democratic Republic of the Congo,Killed,Murder,2007-06-13,https://cpj.org/data/people/serge-maheshe/,Journalist,Confirmed,,2007
Sergei Krasilnikov,Ostankino Television Company,Russia,Killed,Dangerous Assignment,1993-10-03,https://cpj.org/data/people/sergei-krasilnikov/,Journalist,Confirmed,,1993
Serhiy Nikolayev,Segodnya,Ukraine,Killed,Crossfire,2015-02-28,https://cpj.org/data/people/serhiy-nikolayev/,Journalist,Confirmed,,2015
Shafiq Amiri,Khurshid TV,Afghanistan,Killed,Murder,2020-05-30,https://cpj.org/data/people/shafiq-amiri/,Journalist,Confirmed,,2020
Shafiullah Khan,The News,Pakistan,Killed,Dangerous Assignment,2011-06-17,https://cpj.org/data/people/shafiullah-khan/,Journalist,Confirmed,,2011
Shah Marai,Agence France-Presse,Afghanistan,Killed,Murder,2018-04-30,https://cpj.org/data/people/shah-marai/,Journalist,Confirmed,,2018
Shahid Soomro,Kawish,Pakistan,Killed,Murder,2002-10-20,https://cpj.org/data/people/shahid-soomro/,Journalist,Confirmed,,2002
Shahid Zehri,Metro 1 News,Pakistan,Killed,Murder,2021-10-10,https://cpj.org/data/people/shahid-zehri/,Journalist,Confirmed,,2021
Shahir al-Muaddamani,Local Council of Deraya City Media Office,Syria,Killed,Crossfire,2013-08-16,https://cpj.org/data/people/shahir-al-muaddamani/,Journalist,Confirmed,,2013
Shaima El-Gazzar,Al-Majedat network,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-12-03,https://cpj.org/data/people/shaima-el-gazzar/,Journalist,Confirmed,,2023
Shamil Gigayev,Nokh Cho TV,Russia,Killed,Crossfire,1999-10-29,https://cpj.org/data/people/shamil-gigayev/,Journalist,Confirmed,,1999
Shamkhan Kagirov,Rossiskaya Gazeta and Vozrozheniye,Russia,Killed,Crossfire,1995-12-13,https://cpj.org/data/people/shamkhan-kagirov/,Journalist,Confirmed,,1995
Shamsur Rahman,Janakantha,Bangladesh,Killed,Murder,2000-07-16,https://cpj.org/data/people/shamsur-rahman/,Journalist,Confirmed,,2000
Shan Dahar,Abb Takk Television,Pakistan,Killed,Murder,2014-01-01,https://cpj.org/data/people/shan-dahar/,Journalist,Confirmed,,2014
Shantanu Bhowmik,Dinraat,India,Killed,Dangerous Assignment,2017-09-20,https://cpj.org/data/people/shantanu-bhowmik/,Journalist,Confirmed,,2017
Shao Yunhuan,Xinhua News Agency,Yugoslavia,Killed,Crossfire,1999-05-08,https://cpj.org/data/people/shao-yunhuan/,Journalist,Confirmed,,1999
Shareef Okasha,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-01-10,https://cpj.org/data/people/shareef-okasha/,Journalist,Confirmed,,2024
Shashikant Warishe,Mahanagari Times,India,Killed,Murder,2023-02-07,https://cpj.org/data/people/shashikant-warishe/,Journalist,Confirmed,,2023
Shehab Mohammad al-Hiti,Baghdad al-Youm,Iraq,Killed,Murder,2007-10-28,https://cpj.org/data/people/shehab-mohammad-al-hiti/,Journalist,Confirmed,,2007
Shehzad Ahmed,Aaj News,Pakistan,Killed,Dangerous Assignment,2016-08-08,https://cpj.org/data/people/shehzad-ahmed/,Journalist,Confirmed,,2016
Sheikh Belaluddin,Sangram,Bangladesh,Killed,Murder,2005-02-11,https://cpj.org/data/people/sheikh-belaluddin/,Journalist,Confirmed,,2005
Sheikh Nur Mohamed Abkey,Radio Mogadishu,Somalia,Killed,Murder,2010-05-04,https://cpj.org/data/people/sheikh-nur-mohamed-abkey/,Journalist,Confirmed,,2010
Shifa Zikri Ibrahim (Shifa Gardi),Rudaw TV,Iraq,Killed,Crossfire,2017-02-25,https://cpj.org/data/people/shifa-zikri-ibrahim-shifa-gardi/,Journalist,Confirmed,,2017
Shihab al-Tamimi,Iraqi Journalists Syndicate,Iraq,Killed,Murder,2008-02-27,https://cpj.org/data/people/shihab-al-tamimi/,Journalist,Confirmed,,2008
Shinsuke Hashida,Freelance,Iraq,Killed,Crossfire,2004-05-27,https://cpj.org/data/people/shinsuke-hashida/,Journalist,Confirmed,,2004
Shireen Abu Akleh,Al-Jazeera,Israel and the Occupied Palestinian Territory,Killed,Murder,2022-05-11,https://cpj.org/data/people/shireen-abu-akleh/,Journalist,Confirmed,,2022
Shirindzhon Amirdzhonov,Tajikistan Radio,Tajikistan,Killed,Dangerous Assignment,1992-05-07,https://cpj.org/data/people/shirindzhon-amirdzhonov/,Journalist,Confirmed,,1992
Shoba,O'liveechchu,Sri Lanka,Killed,Crossfire,2009-05-18,https://cpj.org/data/people/shoba/,Journalist,Confirmed,,2009
Shubham Mani Tripathi,Kampu Mail,India,Killed,Murder,2020-06-19,https://cpj.org/data/people/shubham-mani-tripathi/,Journalist,Confirmed,,2020
Shujaat Bukhari,Rising Kashmir,India,Killed,Murder,2018-06-14,https://cpj.org/data/people/shujaat-bukhari/,Journalist,Confirmed,,2018
Shukur Hossain,Anirban,Bangladesh,Killed,Murder,2002-07-05,https://cpj.org/data/people/shukur-hossain/,Journalist,Confirmed,,2002
Simao Roberto,Journal de Angola,Angola,Killed,Murder,1998-06-05,https://cpj.org/data/people/simao-roberto/,Journalist,Confirmed,,1998
Simon Cumbers,BBC,Saudi Arabia,Killed,Murder,2004-06-06,https://cpj.org/data/people/simon-cumbers/,Journalist,Confirmed,,2004
Simone Camilli,The Associated Press,Israel and the Occupied Palestinian Territory,Killed,Crossfire,2014-08-13,https://cpj.org/data/people/simone-camilli/,Journalist,Confirmed,,2014
Siraj Abishov,AzTV,Azerbaijan,Killed,Crossfire,2021-06-04,https://cpj.org/data/people/siraj-abishov/,Journalist,Confirmed,,2021
Siraj Uddin,The Nation,Pakistan,Killed,Dangerous Assignment,2008-02-29,https://cpj.org/data/people/siraj-uddin/,Journalist,Confirmed,,2008
Sisay Fida,Oromia Broadcasting Network,Ethiopia,Killed,Murder,2021-05-09,https://cpj.org/data/people/sisay-fida/,Journalist,Confirmed,,2021
Slavko Curuvija,"Dnevni Telegraf, Evropljanin",Yugoslavia,Killed,Murder,1999-04-11,https://cpj.org/data/people/slavko-curuvija/,Journalist,Confirmed,,1999
Smail Sbaghdi,Algerian Press Service,Algeria,Killed,Murder,1994-09-25,https://cpj.org/data/people/smail-sbaghdi/,Journalist,Confirmed,,1994
Smail Yefsah,Algerian State Television,Algeria,Killed,Murder,1993-10-18,https://cpj.org/data/people/smail-yefsah/,Journalist,Confirmed,,1993
So'oud Muzahim al-Shoumari,Al-Baghdadia,Iraq,Killed,Murder,2006-04-04,https://cpj.org/data/people/sooud-muzahim-al-shoumari/,Journalist,Confirmed,,2006
Soe Moe Tun,Daily Eleven,Myanmar,Killed,Murder,2016-12-13,https://cpj.org/data/people/soe-moe-tun/,Journalist,Confirmed,,2016
Soe Naing,Freelance,Myanmar,Killed,Murder,2021-12-10,https://cpj.org/data/people/soe-naing/,Journalist,Confirmed,,2021
Sohail Khan,K2 Times,Pakistan,Killed,Murder,2018-10-16,https://cpj.org/data/people/sohail-khan/,Journalist,Confirmed,,2018
Sokratis Giolias,"Thema 98.9, Troktiko",Greece,Killed,Murder,2010-07-19,https://cpj.org/data/people/sokratis-giolias/,Journalist,Confirmed,,2010
Soleil Balanga,Radio Monkoto Soso Aleli,Democratic Republic of the Congo,Killed,Murder,2015-04-16,https://cpj.org/data/people/soleil-balanga/,Journalist,Confirmed,,2015
Sonny Alcantara,"""Quo Vadis San Pablo"" and Kokus",Philippines,Killed,Murder,2002-08-22,https://cpj.org/data/people/sonny-alcantara/,Journalist,Confirmed,,2002
Soran Mama Hama,Livin,Iraq,Killed,Murder,2008-07-21,https://cpj.org/data/people/soran-mama-hama/,Journalist,Confirmed,,2008
Stan Storimans,RTL Nieuws,Georgia,Killed,Crossfire,2008-08-12,https://cpj.org/data/people/stan-storimans/,Journalist,Confirmed,,2008
Stanislas Ocloo,Télévision Togolaise,Angola,Killed,Dangerous Assignment,2010-01-09,https://cpj.org/data/people/stanislas-ocloo/,Journalist,Confirmed,,2010
Stephan Villeneuve,#5BisProduction,Iraq,Killed,Crossfire,2017-06-19,https://cpj.org/data/people/stephan-villeneuve/,Journalist,Confirmed,,2017
Stephane Charbonnier (Charb),Charlie Hebdo,France,Killed,Murder,2015-01-07,https://cpj.org/data/people/stephane-charbonnier-charb/,Journalist,Confirmed,,2015
Steven Sotloff,Freelance,Syria,Killed,Murder,2014-08-01,https://cpj.org/data/people/steven-sotloff/,Journalist,Confirmed,,2014
Steven Vincent,Freelance,Iraq,Killed,Murder,2005-08-03,https://cpj.org/data/people/steven-vincent/,Journalist,Confirmed,,2005
Subash Chandraboas,Nilam,Sri Lanka,Killed,Murder,2007-04-16,https://cpj.org/data/people/subash-chandraboas/,Journalist,Confirmed,,2007
Subramaniyam Sugitharajah,Sudar Oli,Sri Lanka,Killed,Murder,2006-01-24,https://cpj.org/data/people/subramaniyam-sugitharajah/,Journalist,Confirmed,,2006
Sudad Faris,Salaheddin TV,Iraq,Killed,Crossfire,2017-07-07,https://cpj.org/data/people/sudad-faris/,Journalist,Confirmed,,2017
Sudip Dutta Bhaumik,Syandan Patrika,India,Killed,Murder,2017-11-21,https://cpj.org/data/people/sudip-dutta-bhaumik/,Journalist,Confirmed,,2017
Sufi Mohammad Khan,Ummat,Pakistan,Killed,Murder,2000-05-02,https://cpj.org/data/people/sufi-mohammad-khan/,Journalist,Confirmed,,2000
Suhaib Adnan,Al-Baghdadia TV,Iraq,Killed,Crossfire,2009-03-10,https://cpj.org/data/people/suhaib-adnan/,Journalist,Confirmed,,2009
Suhaib al-Heeti,Asiasat,Iraq,Killed,Dangerous Assignment,2017-05-30,https://cpj.org/data/people/suhaib-al-heeti/,Journalist,Confirmed,,2017
Suhail Mahmoud al-Ali,Dunya TV,Syria,Killed,Murder,2013-01-04,https://cpj.org/data/people/suhail-mahmoud-al-ali/,Journalist,Confirmed,,2013
Sulabh Srivastava,"ABP News,ABP Ganga",India,Killed,Murder,2021-06-13,https://cpj.org/data/people/sulabh-srivastava/,Journalist,Confirmed,,2021
Suleiman Abdul-Rahim al-Ashi,Palestine,Israel and the Occupied Palestinian Territory,Killed,Murder,2007-05-13,https://cpj.org/data/people/suleiman-abdul-rahim-al-ashi/,Journalist,Confirmed,,2007
Sultan Mohammed Munadi,The New York Times,Afghanistan,Killed,Dangerous Assignment,2009-09-09,https://cpj.org/data/people/sultan-mohammed-munadi/,Journalist,Confirmed,,2009
Sunday Gyang Bwede,The Light Bearer,Nigeria,Killed,Murder,2010-04-24,https://cpj.org/data/people/sunday-gyang-bwede/,Journalist,Confirmed,,2010
Supian Ependiyev,Groznensky Rabochy,Russia,Killed,Crossfire,1999-10-27,https://cpj.org/data/people/supian-ependiyev/,Journalist,Confirmed,,1999
Suresh Linbiyo,Voice of Tigers,Sri Lanka,Killed,Crossfire,2007-11-27,https://cpj.org/data/people/suresh-linbiyo/,Journalist,Confirmed,,2007
Suresh Rajak,Avenues Television,Nepal,Killed,Dangerous Assignment,2025-03-28,https://cpj.org/data/people/suresh-rajak/,Journalist,Confirmed,,2025
Sylvain Gagnetau Lago,Radio Yopougon,Ivory Coast,Killed,Murder,2011-05-08,https://cpj.org/data/people/sylvain-gagnetau-lago/,Journalist,Confirmed,,2011
T. Tharmalingam,Voice of Tigers,Sri Lanka,Killed,Crossfire,2007-11-27,https://cpj.org/data/people/t-tharmalingam/,Journalist,Confirmed,,2007
Tabarali Saidaliev,Ba Pesh,Tajikistan,Killed,Murder,1993-10-21,https://cpj.org/data/people/tabarali-saidaliev/,Journalist,Confirmed,,1993
Taha Shawkat Al-Halou,Freelance,Syria,Killed,Crossfire,2016-08-27,https://cpj.org/data/people/taha-shawkat-al-halou/,Journalist,Confirmed,,2016
Tahar Djaout,Ruptures,Algeria,Killed,Murder,1993-06-02,https://cpj.org/data/people/tahar-djaout/,Journalist,Confirmed,,1993
Tahir Awan,Freelance,Pakistan,Killed,Dangerous Assignment,2009-01-04,https://cpj.org/data/people/tahir-awan/,Journalist,Confirmed,,2009
Tahrir Kadhim Jawad,Freelance,Iraq,Killed,Murder,2010-10-04,https://cpj.org/data/people/tahrir-kadhim-jawad/,Journalist,Confirmed,,2010
Taimoor Khan,Samaa TV,Pakistan,Killed,Dangerous Assignment,2017-02-12,https://cpj.org/data/people/taimoor-khan/,Journalist,Confirmed,,2017
Takieddin al-Hudhaifi,Al-Akhbariya,Yemen,Killed,Crossfire,2017-05-26,https://cpj.org/data/people/takieddin-al-hudhaifi/,Journalist,Confirmed,,2017
Tamer Abdel Raouf,Al-Ahram,Egypt,Killed,Dangerous Assignment,2013-08-19,https://cpj.org/data/people/tamer-abdel-raouf/,Journalist,Confirmed,,2013
Tamer al-Awam,Freelance,Syria,Killed,Crossfire,2012-09-09,https://cpj.org/data/people/tamer-al-awam/,Journalist,Confirmed,,2012
Tamim Abu Muammar,Palestinian Broadcasting Corporation,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-08-09,https://cpj.org/data/people/tamim-abu-muammar/,Journalist,Confirmed,,2024
Tara Singh Hayer,Indo-Canadian Times,Canada,Killed,Murder,1998-11-18,https://cpj.org/data/people/tara-singh-hayer/,Journalist,Confirmed,,1998
Taras Protsyuk,Reuters,Iraq,Killed,Crossfire,2003-04-08,https://cpj.org/data/people/taras-protsyuk/,Journalist,Confirmed,,2003
Tarek El Sayed Abu Skheil,Al Quds,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-03-18,https://cpj.org/data/people/tarek-el-sayed-abu-skheil/,Journalist,Confirmed,,2024
Tareq AlSalhi,Gaza Live network,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-10-15,https://cpj.org/data/people/tareq-alsalhi/,Journalist,Confirmed,,2024
Tareq Ayyoub,Al-Jazeera,Iraq,Killed,Crossfire,2003-04-08,https://cpj.org/data/people/tareq-ayyoub/,Journalist,Confirmed,,2003
Tariq Al-Maidna,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2024-01-29,https://cpj.org/data/people/tariq-al-maidna/,Journalist,Confirmed,,2024
Tarun Kumar Acharya,"Kanak TV, Sambad",India,Killed,Murder,2014-05-27,https://cpj.org/data/people/tarun-kumar-acharya/,Journalist,Confirmed,,2014
Tasar Omer,Freelance,Bosnia,Killed,Dangerous Assignment,1993-06-27,https://cpj.org/data/people/tasar-omer/,Journalist,Confirmed,,1993
Tasneem Bkheet,Al-Saada,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,2023-10-24,https://cpj.org/data/people/tasneem-bkheet/,Journalist,Confirmed,,2023
Tavakkal Faizulloev,Subhi Yovon,Tajikistan,Killed,Murder,1992-11-17,https://cpj.org/data/people/tavakkal-faizulloev/,Journalist,Confirmed,,1992
Tayeb Bouterfif,Algerian Radio,Algeria,Killed,Murder,1994-10-16,https://cpj.org/data/people/tayeb-bouterfif/,Journalist,Confirmed,,1994
Tayson Lartigue,Tijén Journalis,Haiti,Killed,Murder,2022-09-11,https://cpj.org/data/people/tayson-lartigue/,Journalist,Confirmed,,2022
Telman (Abdulla) Alishayev,TV-Chirkei,Russia,Killed,Murder,2008-09-02,https://cpj.org/data/people/telman-abdulla-alishayev/,Journalist,Confirmed,,2008
Terry Lloyd,ITV News,Iraq,Killed,Crossfire,2003-03-22,https://cpj.org/data/people/terry-lloyd/,Journalist,Confirmed,,2003
Tetyana Kulyk,Ukrinform,Ukraine,Killed,Dangerous Assignment,2025-02-25,https://cpj.org/data/people/tetyana-kulyk/,Journalist,Confirmed,,2025
Thaer Ahmad Jaber,Baghdad TV,Iraq,Killed,Murder,2007-04-05,https://cpj.org/data/people/thaer-ahmad-jaber/,Journalist,Confirmed,,2007
Thaer al-Ajlani,Sham FM; al-Watan,Syria,Killed,Crossfire,2015-07-27,https://cpj.org/data/people/thaer-al-ajlani/,Journalist,Confirmed,,2015
Thaer Al-Ali,Rai al-Nas,Iraq,Killed,Murder,2015-04-26,https://cpj.org/data/people/thaer-al-ali/,Journalist,Confirmed,,2015
Thaker al-Shouwili,Al-Shaabiya,Iraq,Killed,Murder,2006-10-12,https://cpj.org/data/people/thaker-al-shouwili/,Journalist,Confirmed,,2006
Tharcisse Rubwiriza,Orinfor,Rwanda,Killed,Murder,1994-04-08,https://cpj.org/data/people/tharcisse-rubwiriza/,Journalist,Confirmed,,1994
Thun Bun Ly,Odom K'tek Khmer,Cambodia,Killed,Murder,1996-05-18,https://cpj.org/data/people/thun-bun-ly/,Journalist,Confirmed,,1996
Tihomir Tunukovic,BBC TV,Bosnia,Killed,Crossfire,1992-11-01,https://cpj.org/data/people/tihomir-tunukovic/,Journalist,Confirmed,,1992
Tim Hetherington,Freelance,Libya,Killed,Crossfire,2011-04-20,https://cpj.org/data/people/tim-hetherington/,Journalist,Confirmed,,2011
Tim Lopes,TV Globo,Brazil,Killed,Murder,2002-06-03,https://cpj.org/data/people/tim-lopes/,Journalist,Confirmed,,2002
Tito Alberto Palma,Radio Mayor Otaño and Radio Chaco Boreal,Paraguay,Killed,Murder,2007-08-22,https://cpj.org/data/people/tito-alberto-palma/,Journalist,Confirmed,,2007
Tou Chhom Mongkol,Antarakum,Cambodia,Killed,Murder,1994-06-11,https://cpj.org/data/people/tou-chhom-mongkol/,Journalist,Confirmed,,1994
Tunde Oladepo,The Guardian,Nigeria,Killed,Murder,1998-02-26,https://cpj.org/data/people/tunde-oladepo/,Journalist,Confirmed,,1998
Tura Kobilov,Bairaki Dusti,Tajikistan,Killed,Murder,1992-06-01,https://cpj.org/data/people/tura-kobilov/,Journalist,Confirmed,,1992
Turad Mohamed al-Zahouri,Freelance,Syria,Killed,Crossfire,2014-02-20,https://cpj.org/data/people/turad-mohamed-al-zahouri/,Journalist,Confirmed,,2014
U Hla Han,Kyemon,Myanmar,Killed,Dangerous Assignment,1999-09-27,https://cpj.org/data/people/u-hla-han/,Journalist,Confirmed,,1999
U Tha Win,Kyemon,Myanmar,Killed,Dangerous Assignment,1999-10-02,https://cpj.org/data/people/u-tha-win/,Journalist,Confirmed,,1999
Ugur Mumcu,Cumhuriyet,Turkey,Killed,Murder,1993-01-24,https://cpj.org/data/people/ugur-mumcu/,Journalist,Confirmed,,1993
Ulf Strömberg,TV4,Afghanistan,Killed,Murder,2001-11-26,https://cpj.org/data/people/ulf-stromberg/,Journalist,Confirmed,,2001
Uma Singh,"Janakpur Today, Radio Today",Nepal,Killed,Murder,2009-01-11,https://cpj.org/data/people/uma-singh/,Journalist,Confirmed,,2009
Umesh Rajput,Nai Dunia,India,Killed,Murder,2011-01-23,https://cpj.org/data/people/umesh-rajput/,Journalist,Confirmed,,2011
Vadim Alferyev,Segodnyashnyaya Gazeta,Russia,Killed,Murder,1995-12-27,https://cpj.org/data/people/vadim-alferyev/,Journalist,Confirmed,,1995
Vadym Komarov,Dzvin,Ukraine,Killed,Murder,2019-06-20,https://cpj.org/data/people/vadym-komarov/,Journalist,Confirmed,,2019
Vagif Kochetkov,Trud and Tulsky Molodoi Kommunar,Russia,Killed,Murder,2006-01-08,https://cpj.org/data/people/vagif-kochetkov/,Journalist,Confirmed,,2006
Valentín Valdés Espinosa,Zócalo de Saltillo,Mexico,Killed,Murder,2010-01-08,https://cpj.org/data/people/valentin-valdes-espinosa/,Journalist,Confirmed,,2010
Valério Luiz de Oliveira,Rádio Jornal,Brazil,Killed,Murder,2012-07-05,https://cpj.org/data/people/valerio-luiz-de-oliveira/,Journalist,Confirmed,,2012
Valery Ivanov,Tolyatinskoye Obozreniye,Russia,Killed,Murder,2002-04-29,https://cpj.org/data/people/valery-ivanov/,Journalist,Confirmed,,2002
Vedat Erdemci,"Hawar News Agency (ANHA),Ronahi TV",Syria,Killed,Crossfire,2019-10-11,https://cpj.org/data/people/vedat-erdemci/,Journalist,Confirmed,,2019
Veeraboina Yadagiri,Andhra Prabha,India,Killed,Murder,2004-02-21,https://cpj.org/data/people/veeraboina-yadagiri/,Journalist,Confirmed,,2004
Vénant Ntawucikayenda,TV Rwanda,Rwanda,Killed,Murder,1994-05-10,https://cpj.org/data/people/venant-ntawucikayenda/,Journalist,Confirmed,,1994
Veronica Guerin,Sunday Independent,Ireland,Killed,Murder,1996-06-26,https://cpj.org/data/people/veronica-guerin/,Journalist,Confirmed,,1996
Veronique Robert,#5BisProduction,Iraq,Killed,Crossfire,2017-06-24,https://cpj.org/data/people/veronique-robert/,Journalist,Confirmed,,2017
Viatcheslav Rudnev,Freelancer,Russia,Killed,Murder,1995-02-17,https://cpj.org/data/people/viatcheslav-rudnev/,Journalist,Confirmed,,1995
Víctor Hernández Martínez,Como,Mexico,Killed,Murder,1997-07-26,https://cpj.org/data/people/victor-hernandez-martinez/,Journalist,Confirmed,,1997
Victor Hugo López Escobar,Radio Progreso,Guatemala,Killed,Murder,1994-09-12,https://cpj.org/data/people/victor-hugo-lopez-escobar/,Journalist,Confirmed,,1994
Victor Nuñez,UNTV,Philippines,Killed,Murder,2009-11-23,https://cpj.org/data/people/victor-nunez/,Journalist,Confirmed,,2009
Vijay Pratap Singh,Indian Express,India,Killed,Dangerous Assignment,2010-07-20,https://cpj.org/data/people/vijay-pratap-singh/,Journalist,Confirmed,,2010
Vikas Ranjan,Hindustan,India,Killed,Murder,2008-11-25,https://cpj.org/data/people/vikas-ranjan/,Journalist,Confirmed,,2008
Viktor Dedov,Sigma TV,Ukraine,Killed,Dangerous Assignment,2022-03-11,https://cpj.org/data/people/viktor-dedov/,Journalist,Confirmed,,2022
Viktor Mikhailov,Zabaikalsky Rabochy,Russia,Killed,Murder,1996-05-12,https://cpj.org/data/people/viktor-mikhailov/,Journalist,Confirmed,,1996
Viktor Nikulin,Russian Public TV (ORT),Tajikistan,Killed,Murder,1996-03-28,https://cpj.org/data/people/viktor-nikulin/,Journalist,Confirmed,,1996
Viktor Pimenov,Vaynakh Television,Russia,Killed,Crossfire,1996-03-11,https://cpj.org/data/people/viktor-pimenov/,Journalist,Confirmed,,1996
